Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
2020-03-16,4837.7216796875,4837.7216796875,4837.7216796875,4837.7216796875,0
2020-03-17,4454.87939453125,4789.865442752838,4454.87939453125,4781.164506435394,212200000
2020-03-18,4350.46826171875,4681.103849609375,4145.996253417969,4454.8795,180053500
2020-03-19,4045.935546875,4346.117861643145,4045.935546875,4346.117861643145,264419000
2020-03-20,4119.89453125,4685.455554547254,3763.1560396317313,4002.43185718057,335132000
2020-03-23,3854.514892578125,4350.468276047545,3832.762551197887,4141.645798797263,217843500
2020-03-24,3915.422119140625,4346.118552246094,3871.9174289279517,3871.9174289279517,253971000
2020-03-26,4594.09521484375,4694.156000773112,4045.9361267089844,4045.9361267089844,331633000
2020-03-27,4794.216796875,5129.202907001474,4659.3522590318735,4663.702727994555,269683000
2020-03-30,4781.1650390625,4833.370662782927,4485.333171313409,4768.113633132393,159964500
2020-03-31,4807.267578125,4968.234908795249,4772.463830953055,4924.730224830317,182638500
2020-04-01,4768.11376953125,5003.039082993556,4720.258613085224,4837.721269816378,152831500
2020-04-02,4707.20751953125,4759.413148213666,4663.702828962569,4759.413148213666,136623500
2020-04-03,4781.1650390625,4811.618319566082,4668.052854334906,4750.711758558917,110506000
2020-04-06,4989.9873046875,4994.337773130994,4781.1648193997935,4802.9171616172625,78184000
2020-04-07,4920.38037109375,5307.57210675011,4855.123336994363,4989.987874133096,149153500
2020-04-08,4902.978515625,4924.730860414818,4768.1139779281275,4920.380391456854,106111500
2020-04-09,4868.1748046875,4955.184184574676,4785.515893794683,4872.525273681859,89997000
2020-04-13,4785.51513671875,4885.575907759233,4768.113263494319,4820.318883167613,58043000
2020-04-14,4798.56689453125,4863.823923921974,4737.660333766574,4789.865957279153,95796000
2020-04-15,4772.4638671875,4898.627451643688,4737.660119751311,4798.566677764642,95342000
2020-04-16,4559.291015625,4802.9172531011445,4511.4358618350425,4772.463973416627,176990500
2020-04-17,4720.2578125,4737.659684619816,4594.094239631337,4611.496111751152,160935500
2020-04-20,4659.3525390625,4785.516146562792,4637.60019294176,4724.60957742472,90744000
2020-04-21,4567.29833984375,4739.899730593659,4567.29833984375,4739.899730593659,73431000
2020-04-22,4554.021484375,4633.683667775145,4465.507947263727,4567.298514941691,107263500
2020-04-23,4531.89306640625,4642.534986972809,4531.89306640625,4585.001188278198,105419500
2020-04-24,4354.865234375,4549.59498062754,4354.865234375,4531.892276422765,131149500
2020-04-27,4390.2705078125,4443.378618794102,4297.331313594695,4372.567804151966,151103500
2020-04-28,4275.20361328125,4403.548235212053,4253.075230189732,4390.271205357142,180488000
2020-04-29,4292.90576171875,4292.90576171875,4248.64900128866,4270.777381503705,121161000
2020-04-30,4576.14990234375,4646.960732554098,4319.460642831238,4319.460642831238,174081000
2020-05-04,4620.40625,4691.217073754789,4425.67648467433,4558.44677921456,114497500
2020-05-05,4677.939453125,4726.621888304163,4602.702962393567,4620.40566609508,118643500
2020-05-06,4739.89892578125,4753.175953584559,4691.216490502451,4704.49351830576,86395500
2020-05-08,4642.53466796875,4779.730640044089,4558.446814116122,4731.048198339937,123028000
2020-05-11,4686.79150390625,4713.345563418467,4642.534738052555,4642.534738052555,40615500
2020-05-12,4620.40625,4726.622485632184,4452.2305435823755,4726.622485632184,118660000
2020-05-13,4523.04150390625,4576.149623325892,4500.913120814732,4567.298270089285,94973000
2020-05-14,4354.865234375,4523.040924320376,4341.588206221418,4487.635515910823,131268000
2020-05-15,4235.3720703125,4421.250468382641,4142.4328712774295,4354.865326214734,205790000
2020-05-18,4217.66845703125,4288.479260087388,4204.391431458223,4248.64818336831,139997500
2020-05-19,4142.4326171875,4390.27046607906,4142.4326171875,4284.054245125534,128504500
2020-05-20,4217.66845703125,4248.64818336831,4151.28332916612,4177.837380312172,119158000
2020-05-26,4399.12255859375,4425.676618303572,4226.52117047991,4226.52117047991,176076500
2020-05-27,4394.69677734375,4425.67651293429,4297.331894059195,4399.122453856684,151753500
2020-05-28,4686.79150390625,4708.919886833098,4425.676585369452,4425.676585369452,229233000
2020-05-29,4593.85205078125,4686.791254120755,4593.85205078125,4686.791254120755,399414000
2020-06-02,4744.32421875,4868.24313491138,4638.108004897388,4655.810707206157,181369500
2020-06-03,5116.08154296875,5116.08154296875,4779.730161251081,4788.581513401546,279673500
2020-06-04,5124.93310546875,5301.960155744009,4956.757407707254,5116.081752954987,236158500
2020-06-05,5067.39990234375,5182.467498379503,4943.480952766785,5124.9337003616265,88157500
2020-06-08,5222.2978515625,5244.426232289459,5093.953243346134,5093.953243346134,173557500
2020-06-09,5138.21044921875,5306.3861572896485,5129.359096162387,5257.703715479652,100110000
2020-06-10,5133.78369140625,5191.317474154768,4952.330991968615,5133.78369140625,115382500
2020-06-11,5027.568359375,5142.635945064921,4961.183213784661,5089.52782859265,85187500
2020-06-12,5018.71728515625,5027.568638392857,4850.541573660714,5027.568638392857,96044000
2020-06-15,4868.2431640625,5054.121539417613,4868.2431640625,5027.567485795455,100844500
2020-06-16,5098.37939453125,5129.35913043552,4939.055038452148,4939.055038452148,91518500
2020-06-17,5062.9736328125,5133.784452851836,5027.568222792833,5133.784452851836,79800000
2020-06-18,4943.48046875,5080.676435205909,4943.48046875,5062.973729856759,68032000
2020-06-19,4934.62939453125,5001.014543336603,4908.075335009109,4956.757777466368,110071000
2020-06-22,4903.64892578125,5009.865148000338,4894.797573929659,4952.331360964999,51590500
2020-06-23,4974.4599609375,5009.865369912144,4885.94643850089,4930.203199719195,69954000
2020-06-24,5049.697265625,5098.379710780017,4992.163466805434,5001.014820469983,57333000
2020-06-25,5067.39990234375,5085.102609426173,4992.16339724345,5045.27151849072,51415000
2020-06-26,4996.58837890625,5098.378930469442,4992.162702751329,5062.973521230071,57467500
2020-06-29,5023.142578125,5040.845283246145,4943.480405079846,4992.1628441629955,48796500
2020-06-30,5040.845703125,5080.676792965321,5009.865966582529,5045.271379773924,74474000
2020-07-01,5133.78369140625,5133.78369140625,5023.141801505253,5045.270179485453,63959000
2020-07-02,5195.7431640625,5195.7431640625,5098.378300681431,5111.655327506122,75585500
2020-07-03,5195.7431640625,5226.722893320113,5169.189110413117,5195.7431640625,52219000
2020-07-06,5253.27734375,5253.27734375,5178.040852727465,5186.892204612469,67800000
2020-07-07,5301.9609375,5306.386614409433,5222.298753130217,5257.704168405676,74168000
2020-07-08,5487.83837890625,5545.372168362525,5293.108629977319,5301.9599822013615,106444500
2020-07-09,5399.3251953125,5523.2441342213115,5337.365725858094,5496.690075883709,93543500
2020-07-10,5487.83837890625,5523.243787802419,5381.622152217742,5399.324856665827,67224000
2020-07-13,5465.71044921875,5523.2442434210525,5434.730713879048,5514.392890466852,86006000
2020-07-14,5487.83837890625,5487.83837890625,5408.1762088898695,5465.709998346145,45616500
2020-07-15,5443.58154296875,5523.2437118902435,5443.58154296875,5487.838303480691,61468000
2020-07-16,5470.1357421875,5487.838446854774,5434.730332852953,5443.58168518659,66520500
2020-07-17,5417.02734375,5470.135454963235,5346.216528799019,5430.304371553309,73348000
2020-07-20,5434.72998046875,5452.432683988192,5363.919166390981,5417.027276949308,59794500
2020-07-21,5487.83837890625,5518.818111690399,5399.324856665827,5399.324856665827,84159500
2020-07-22,5470.1357421875,5532.095208522957,5425.878980519316,5496.689799188411,44725500
2020-07-23,5487.83837890625,5501.115407242314,5434.730265561996,5470.135674458165,84026500
2020-07-24,5399.3251953125,5487.838723104508,5399.3251953125,5487.838723104508,58366500
2020-07-27,5399.3251953125,5434.730606429303,5310.811667520492,5399.3251953125,41972500
2020-07-28,5474.5615234375,5487.838552192805,5363.91961714329,5417.027732164511,65279000
2020-07-29,5430.3046875,5474.561449419315,5399.324954156479,5474.561449419315,50262500
2020-07-30,5523.24462890625,5523.24462890625,5359.494587824895,5430.305416400615,80533500
2020-08-03,5425.87890625,5518.818104481036,5155.912663769372,5505.541076162316,137079000
2020-08-04,5496.68994140625,5505.5412939689,5425.879120905042,5448.00750231167,79357000
2020-08-05,5492.26416015625,5505.541188746475,5399.324960024678,5487.838483959508,49393000
2020-08-06,5540.947265625,5571.927002733127,5474.562114679014,5501.116175057407,55258500
2020-08-07,5470.1357421875,5563.074941690686,5452.433037520227,5545.372237023413,43621000
2020-08-10,5417.02734375,5487.838158700981,5403.750315946691,5470.135454963235,37774500
2020-08-11,5465.71044921875,5487.838831604251,5425.879360924848,5434.730713879048,38795500
2020-08-12,5540.947265625,5540.947265625,5452.433731030351,5465.710761219549,35612000
2020-08-13,5576.3525390625,5576.3525390625,5470.136300223214,5540.947126116072,48581000
2020-08-14,5669.29150390625,5669.29150390625,5523.24418179157,5576.35229892418,57316000
2020-08-18,5629.46044921875,5686.994243117998,5576.35233177329,5669.2915373028445,81563500
2020-08-19,5602.90673828125,5673.717565937253,5585.20403136725,5629.4607986522515,58793500
2020-08-24,5589.62890625,5647.162695467142,5558.6491735946165,5611.757286718132,66882500
2020-08-25,5633.8857421875,5647.162770645129,5580.777628356981,5594.054656814611,49211000
2020-08-26,5611.75732421875,5656.014085450759,5580.777591356344,5651.588409327558,42983000
2020-08-27,5841.892578125,5841.892578125,5611.757415956439,5633.885796934185,68326000
2020-08-28,5748.953125,5841.8923210161665,5686.993660989223,5806.486913010008,52292500
2020-08-31,5554.2236328125,5788.784471489043,5554.2236328125,5753.37906187749,97032000
2020-09-01,5771.08251953125,5771.08251953125,5523.244619919479,5558.650034149732,67446000
2020-09-02,5695.845703125,5806.487616550116,5633.886231606934,5771.082204254079,66065000
2020-09-03,5753.37939453125,5753.37939453125,5576.352336237981,5722.399659329928,68208500
2020-09-04,5647.16259765625,5709.122061893858,5545.372049265894,5709.122061893858,80613500
2020-09-07,5563.0751953125,5629.460340841289,5487.83869704654,5607.331958998359,64249500
2020-09-08,5607.33203125,5629.460413378059,5563.075266993883,5563.075266993883,39649000
2020-09-09,5527.669921875,5594.055069055244,5496.690186524219,5576.352363140512,49285000
2020-09-10,5142.6357421875,5505.541190431369,5142.6357421875,5505.541190431369,175735000
2020-09-11,5226.72314453125,5288.682606024423,4974.459622737616,5133.78395229149,403032500
2020-09-14,5355.06787109375,5412.601658138559,5297.534084048942,5310.811111828512,138115000
2020-09-15,5186.89208984375,5399.3245303834265,5186.89208984375,5346.216420248507,170087000
2020-09-16,5089.52783203125,5195.744065047555,5085.102155655571,5186.892712296196,158565500
2020-09-17,5093.953125,5182.466645851434,5014.29095623371,5089.5274489574285,138796000
2020-09-18,4983.3115234375,5076.25072591724,4930.203407734791,5045.270991757327,316912000
2020-09-21,4961.1826171875,5076.250189040199,4952.331265506524,4992.162348070919,112443000
2020-09-22,4823.98779296875,4925.778361077265,4806.285085471617,4885.947269208716,163442500
2020-09-23,4872.66943359375,4943.480251883941,4801.858615303559,4823.986996019244,100517000
2020-09-24,4819.5615234375,4899.223697378616,4770.879083806818,4806.284494447314,88618500
2020-09-25,4965.60791015625,4978.884936653994,4832.83764517881,4850.540347175802,100705000
2020-09-28,4881.52099609375,5040.84534410769,4868.243967092589,5001.014257104205,93522000
2020-09-29,4872.66943359375,4987.73701331531,4832.838348305518,4934.6288995976665,117778500
2020-09-30,4797.43359375,4925.778219413053,4797.43359375,4925.778219413053,107377000
2020-10-01,4930.20361328125,4930.20361328125,4850.54143640597,4854.96711289904,56893000
2020-10-02,4872.66943359375,4925.7775473113925,4815.13564373297,4921.3518711682555,66848000
2020-10-05,4885.9462890625,4921.351696954257,4832.838177224864,4881.520613076031,58291000
2020-10-06,5045.27099609375,5058.548025030838,4956.7574698464905,4983.311527720669,141955500
2020-10-07,5093.953125,5093.953125,4939.054463509991,4956.757167680278,89937500
2020-10-08,5116.08154296875,5133.784247269679,5054.122077915495,5124.932895119215,77384500
2020-10-09,5111.65625,5111.65625,5062.97380952381,5089.527867965368,54250500
2020-10-12,5182.466796875,5200.169501561166,5160.338416017293,5169.189768360376,82918500
2020-10-13,5182.466796875,5186.892473046541,5107.230301958796,5169.189768360376,48250500
2020-10-14,5222.2978515625,5222.2978515625,5142.635680945445,5169.189737817796,83117500
2020-10-15,5120.5078125,5204.595667675022,5098.379429559205,5200.169991086863,82067000
2020-10-16,5098.37939453125,5124.933453877767,5071.825335184733,5120.507777320014,89051500
2020-10-19,5222.2978515625,5222.2978515625,5054.122158037606,5089.527567200741,56871500
2020-10-20,5138.21044921875,5204.595597141473,5120.5077431060245,5204.595597141473,74995500
2020-10-21,5116.08154296875,5191.318036247702,5071.824782216425,5186.892360172469,77944000
2020-10-22,5133.78369140625,5133.78369140625,5049.6958550814925,5080.675584253771,96872500
2020-10-23,5107.23095703125,5169.190431379982,5089.528250074469,5169.190431379982,66328000
2020-10-26,5147.06201171875,5164.764718551833,5067.399830969878,5067.399830969878,70452500
2020-10-27,5124.93310546875,5160.338515523802,5093.95337167058,5147.061486753158,89482000
2020-11-02,5151.4873046875,5155.912981066097,5062.97377711555,5098.379188144329,151006500
2020-11-03,5213.4462890625,5217.871965029446,5164.763853426092,5169.189529393039,78152000
2020-11-04,5151.4873046875,5257.70353777384,5120.507570037317,5222.29812674506,78626000
2020-11-05,5443.58154296875,5470.1355992759145,5222.297740409044,5222.297740409044,161090000
2020-11-06,5576.3525390625,5576.3525390625,5363.920061383928,5452.43359375,137303500
2020-11-09,5563.0751953125,5664.8657517899765,5501.115726152298,5576.352224418258,82739500
2020-11-10,5735.67578125,5841.8919994212965,5647.162266107253,5660.439293378665,191073500
2020-11-11,5788.7841796875,5810.912559579271,5735.676067947247,5788.7841796875,131383500
2020-11-12,5682.56787109375,5748.953009774751,5669.290843357549,5673.716519269616,83082500
2020-11-13,5656.01416015625,5709.12227433612,5594.054693613067,5682.568217246186,82374500
2020-11-16,5735.67578125,5740.1014570071375,5651.587941864391,5740.1014570071375,54905000
2020-11-17,5797.63623046875,5810.913260004174,5744.5281123270515,5753.3794653506675,119784000
2020-11-18,5815.337890625,5819.763566340848,5788.783836329909,5797.635187761605,99789000
2020-11-19,5855.16943359375,5877.297813917234,5766.655912299816,5771.081588364513,147346500
2020-11-20,5841.892578125,5886.149340080492,5797.635816169508,5877.297987689394,68468500
2020-11-23,5841.892578125,5850.743930516099,5797.635816169508,5841.892578125,75265500
2020-11-24,5810.91259765625,5841.89232970773,5793.209893626832,5841.89232970773,72349500
2020-11-25,5673.71728515625,5828.615962988129,5647.1632260993565,5824.190286478646,170140500
2020-11-26,5735.67578125,5744.527132764275,5576.351453993056,5620.6082115644285,64339000
2020-11-27,5651.587890625,5744.527080682263,5647.162214907988,5735.675729248238,87361500
2020-11-30,5492.26416015625,5664.86553182917,5430.3046934018685,5651.588503238946,393091500
2020-12-01,5660.43994140625,5695.8453515166875,5505.5412721730845,5505.5412721730845,114563500
2020-12-02,5709.1220703125,5740.101802476986,5611.757197795542,5717.973422359496,93897500
2020-12-03,5717.97216796875,5775.505943652646,5686.992442600498,5753.377568389609,98210000
2020-12-04,5656.01416015625,5722.399302881088,5629.460103066314,5717.973626699432,64995500
2020-12-07,5771.08251953125,5824.19064087663,5735.677105300997,5753.379812416124,96636000
2020-12-08,5744.52783203125,5771.081889806433,5686.99404018502,5771.081889806433,70561500
2020-12-10,5837.39306640625,5859.588477305133,5806.319491147814,5850.71031294558,151420500
2020-12-11,5979.4443359375,6019.396079830178,5855.150021604723,5859.589104259466,214160000
2020-12-14,6054.9091796875,6063.787345640121,6032.713764805948,6037.1528477822585,179785500
2020-12-15,6028.2744140625,6125.934235203425,5864.028351234582,6063.787076295564,164024500
2020-12-16,6170.32470703125,6170.32470703125,6072.66489152428,6090.421221616456,138674000
2020-12-17,6157.00732421875,6214.715395750721,6054.908428431417,6183.641818771967,91920000
2020-12-18,6037.15283203125,6157.008072078929,5997.201085348691,6157.008072078929,147238500
2020-12-21,6063.787109375,6117.05610301519,6037.152612554904,6117.05610301519,93692500
2020-12-22,5961.6884765625,6054.909219680752,5957.249393556869,5983.883891590655,61790500
2020-12-23,5970.56591796875,6130.372886776835,5877.345186164033,6130.372886776835,76948000
2020-12-28,6019.39697265625,6054.909639161597,5912.85897314021,6028.275139282587,60234000
2020-12-29,6006.07861328125,6046.030355719928,5983.883200815318,6014.956778267623,34212500
2020-12-30,6010.51708984375,6037.151582117799,5948.369941204302,6037.151582117799,52675500
2021-01-04,6068.22607421875,6085.982405086984,5966.127171726409,6037.152495199342,47937000
2021-01-05,6294.61865234375,6294.61865234375,6081.542703604328,6090.420868135137,104831000
2021-01-06,6165.88623046875,6281.302387410569,6108.17815199784,6259.106972614066,89753500
2021-01-07,6183.64208984375,6259.106494385992,6134.812181022299,6214.715668184674,71360000
2021-01-08,6259.10546875,6285.739960106383,6192.519240359043,6245.788223071809,75033500
2021-01-11,6521.01171875,6534.328965282505,6343.448431649932,6347.887513827433,169034500
2021-01-12,6356.76611328125,6552.085742460283,6356.76611328125,6521.012165090891,95235000
2021-01-13,6321.25341796875,6458.864974118351,6276.862593404362,6432.230479379718,76581500
2021-01-14,6232.470703125,6294.6178468883545,6210.275294638088,6259.105193309295,89319500
2021-01-15,6174.7646484375,6303.498059512042,6072.665736205967,6299.058976371541,89853500
2021-01-18,6321.25341796875,6325.692500425189,6077.10388286462,6174.763696906271,86343000
2021-01-19,6299.05810546875,6321.253518102537,6219.154619987117,6321.253518102537,73777000
2021-01-20,6299.05810546875,6476.621406539046,6276.862692834963,6361.205260843354,107216000
2021-01-21,6281.30224609375,6481.060974768109,6267.984997515459,6463.304643330388,66428000
2021-01-22,6285.740234375,6356.765547757768,6281.301152288576,6281.301152288576,80829000
2021-01-25,6245.78955078125,6392.279284381663,6214.715970926617,6392.279284381663,76836500
2021-01-26,6054.9091796875,6214.716166834677,6054.9091796875,6174.7644200478835,98658000
2021-01-27,6028.2744140625,6152.568731878222,5952.810006817241,6054.908910737297,97920000
2021-01-28,6125.93408203125,6148.1294953719425,6028.274263332201,6028.274263332201,104627000
2021-01-29,6001.63916015625,6214.715106670673,6001.63916015625,6125.933462289663,132762500
2021-02-01,6054.9091796875,6143.690839213709,5855.150445753528,6001.640183971775,113129000
2021-02-02,6037.15283203125,6196.959818761489,6037.15283203125,6183.642569867303,86741000
2021-02-03,6059.34765625,6214.715544871795,6059.34765625,6214.715544871795,67291000
2021-02-04,6085.98193359375,6214.715322415208,6068.225604101135,6143.690004444748,80950500
2021-02-05,6139.25146484375,6170.325044203046,6085.982471656385,6099.2997199532265,51602000
2021-02-08,6143.6904296875,6263.545662058572,6108.17776824422,6259.106579378162,45604000
2021-02-09,6196.958984375,6241.349808045308,6174.763572539846,6214.715313843123,75574000
2021-02-10,6143.6904296875,6259.106579378162,6125.93409896586,6259.106579378162,44984500
2021-02-11,6108.17724609375,6201.397974413495,6072.6645876862285,6201.397974413495,36926000
2021-02-15,6037.15283203125,6117.05632539637,5966.127504595588,6063.787329819624,83922000
2021-02-16,6161.44677734375,6165.88586003636,6063.786958106312,6108.177785032421,47221000
2021-02-17,6125.93408203125,6179.203074048913,6081.543255349864,6117.055916694972,66011500
2021-02-18,5979.4443359375,6125.934063543987,5979.4443359375,6081.5432369965665,91204000
2021-02-19,6059.34765625,6081.543068910257,6001.639583333334,6019.395913461539,70487500
2021-02-22,6028.2744140625,6161.446897436488,6028.2744140625,6125.934235203425,68913000
2021-02-23,6059.34765625,6077.103986378205,6014.956830929487,6054.908573717949,58360000
2021-02-24,5970.56591796875,6068.2257322403575,5970.56591796875,6059.347567306575,71869000
2021-02-25,5952.8095703125,6010.517642209638,5930.61415804437,5983.8831474878825,78688000
2021-02-26,5957.2490234375,6046.030678034184,5899.540947949656,5952.809940707666,173631500
2021-03-01,6254.66748046875,6254.66748046875,6037.152429693045,6063.786925706397,205539000
2021-03-02,6228.03271484375,6356.766106668746,6214.715467413578,6321.253446854954,81446500
2021-03-03,6214.71533203125,6290.17973249163,6214.71533203125,6272.423402971541,84470000
2021-03-04,5966.126953125,6214.715576171875,5966.126953125,6130.373007638114,120802500
2021-03-05,6037.15283203125,6148.129906149472,5966.127504595588,5966.127504595588,111871500
2021-03-08,5966.126953125,6170.32475062779,5966.126953125,6170.32475062779,90883000
2021-03-09,5864.0283203125,5961.688140938446,5859.5892375567755,5948.370892671272,135582000
2021-03-10,5952.8095703125,5966.126817673378,5877.3451686008575,5966.126817673378,50302000
2021-03-12,6006.07861328125,6108.177510624538,5961.687788349385,6103.738428131352,74328000
2021-03-15,5917.2978515625,6054.909429505814,5917.2978515625,6050.470346346352,57416000
2021-03-16,5881.7841796875,5957.2485804834905,5877.345097287736,5957.2485804834905,70755500
2021-03-17,5868.466796875,5917.296702144005,5864.027714577818,5903.979455252458,71474500
2021-03-18,5952.8095703125,5966.126817673378,5868.467003693606,5877.3451686008575,70067500
2021-03-19,6001.63916015625,6010.517324594351,5881.783940241887,6010.517324594351,125853000
2021-03-22,5877.345703125,5930.6146974131425,5868.46753741031,5895.102034554381,67523500
2021-03-23,5828.5146484375,5966.126190022848,5819.636484464252,5966.126190022848,127762500
2021-03-24,5717.5380859375,5815.197897964383,5699.781756478066,5784.124321410374,152050000
2021-03-25,5655.39111328125,5717.538268372253,5619.878453229248,5682.025608320251,119101500
2021-03-26,5695.3427734375,5721.977268091144,5593.2438772651985,5655.391031457034,134467500
2021-03-29,5646.51318359375,5784.124747030391,5646.51318359375,5690.904010508795,113370500
2021-03-30,5677.58642578125,5730.855414920714,5655.391013639806,5655.391013639806,83115500
2021-03-31,5517.77978515625,5677.5867620392955,5455.63262747951,5673.1476793481,223390500
2021-04-01,5526.65771484375,5566.609457360693,5464.510559817395,5517.7795498399855,112286000
2021-04-05,5464.51123046875,5584.366472729234,5464.51123046875,5548.853808355758,73311500
2021-04-06,5473.388671875,5477.827754333941,5397.924270072992,5446.75417712135,80215000
2021-04-07,5548.85400390625,5571.049419921875,5446.755090234375,5464.511423046875,107908000
2021-04-08,5523.1064453125,5595.127393254635,5514.103826819733,5581.623465515485,123697500
2021-04-09,5581.62255859375,5689.653962953629,5532.108164928805,5685.152654438633,116961000
2021-04-12,5460.08740234375,5667.147600618946,5455.586093685593,5667.147600618946,110411500
2021-04-13,5401.5703125,5455.586015625,5383.565078125001,5446.5833984375,119211500
2021-04-14,5676.1494140625,5676.1494140625,5455.585321049762,5496.097093235775,135519500
2021-04-15,5653.64306640625,5680.6509154495925,5563.616902928444,5676.149607275702,102686500
2021-04-16,5649.142578125,5734.667445841634,5595.126872198705,5734.667445841634,79293500
2021-04-19,5644.64111328125,5653.643730686802,5608.630643659041,5649.1424219840255,47095000
2021-04-20,5613.13134765625,5626.635272309793,5568.118265477771,5581.622190131315,72721000
2021-04-21,5550.11328125,5604.128982284064,5550.11328125,5581.622440186537,68397000
2021-04-22,5595.126953125,5649.1426598325625,5563.617790878922,5581.623026448109,63758000
2021-04-23,5752.67236328125,5757.173671859718,5604.129180191828,5653.643574554969,108498500
2021-04-26,5658.14453125,5761.67462211615,5653.643222951472,5757.173313817621,108742000
2021-04-27,5766.17626953125,5793.184120910787,5721.163183898688,5734.667109588456,132650000
2021-04-28,5689.654296875,5766.176546120945,5685.152988095826,5761.675237341772,87660000
2021-04-29,5770.67724609375,5815.6903291366025,5725.664163050897,5815.6903291366025,57355000
